filepath,engine
data/raw/spoof_hi/synth_hi_19/spoof_hi_0260.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0060.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0100.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0240.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0080.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0280.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0120.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0040.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0140.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0020.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0220.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_19/spoof_hi_0180.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0211.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0011.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0171.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0071.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0111.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0271.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0291.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0131.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0051.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0251.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0091.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0231.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0191.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0151.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_10/spoof_hi_0031.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0238.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0198.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0158.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0038.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0298.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0138.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0058.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0258.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0098.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0078.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0118.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0278.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0218.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0018.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_17/spoof_hi_0178.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0217.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0017.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0177.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0077.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0117.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0277.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0297.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0137.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0057.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0257.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0097.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0237.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0197.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0157.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_16/spoof_hi_0037.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0012.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0172.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0212.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0272.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0072.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0112.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0252.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0092.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0292.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0132.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0052.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0152.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0032.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0232.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_11/spoof_hi_0192.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0199.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0239.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0039.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0159.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0059.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0139.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0299.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0099.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0259.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0119.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0079.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0279.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0219.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0179.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_18/spoof_hi_0019.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0161.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0001.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0201.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0261.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0101.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0061.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0081.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0241.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0041.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0121.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0281.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0021.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0141.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0181.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_0/spoof_hi_0221.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0028.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0148.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0188.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0228.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0088.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0248.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0048.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0128.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0288.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0268.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0108.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0068.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0168.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0008.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_7/spoof_hi_0208.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0210.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0170.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0010.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0110.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0070.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0270.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0050.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0130.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0290.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0090.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0250.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0190.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0230.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0030.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_9/spoof_hi_0150.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0149.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0029.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0229.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0189.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0249.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0089.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0289.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0129.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0049.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0269.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0069.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0109.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0009.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0169.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_8/spoof_hi_0209.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0167.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0007.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0207.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0267.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0107.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0067.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0087.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0247.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0047.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0127.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0287.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0027.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0147.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0187.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_6/spoof_hi_0227.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0202.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0162.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0002.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0102.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0062.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0262.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0042.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0122.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0282.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0082.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0242.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0182.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0222.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0022.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_1/spoof_hi_0142.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0175.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0015.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0215.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0275.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0115.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0075.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0095.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0255.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0055.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0135.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0295.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0035.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0155.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0195.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_14/spoof_hi_0235.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0014.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0174.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0214.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0274.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0074.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0114.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0254.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0094.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0294.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0134.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0054.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0154.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0034.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0234.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_13/spoof_hi_0194.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0173.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0013.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0213.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0273.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0113.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0073.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0093.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0253.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0053.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0133.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0293.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0033.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0153.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0193.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_12/spoof_hi_0233.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0216.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0176.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0016.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0116.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0076.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0276.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0056.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0136.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0296.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0096.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0256.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0196.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0236.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0036.wav,Commercial-Clone
data/raw/spoof_hi/synth_hi_15/spoof_hi_0156.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0200.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0160.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0100.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0060.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0260.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0300.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0040.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0120.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0280.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0080.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0240.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0180.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0220.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0020.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_19/spoof_ta_0140.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0038.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0158.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0198.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0238.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0098.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0258.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0058.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0138.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0298.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0278.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0118.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0078.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0178.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0018.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_17/spoof_ta_0218.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0171.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0011.wav,Commercial-Clone
data/raw/spoof_ta/synth_ta_10/spoof_ta_0211.wav,Commercial-Clone
